en,ml
akin,സ്വഭാവ ഐക്യമുള്ള
akin,സജാതീയ
alacrity,ഉത്സാഹം
alacrity,ജാഗ്രത
alacrity,ശീഘ്രത്വം
alacrity,ചുറുചുറുപ്പ്
alarm,ഭയാക്രോശം
alarm,ആപത്സൂചകധ്വനി
alarm,അലാറം
alarm,ഉറക്കമുണര്‍ത്തുന്ന മണിയൊച്ച
alarm,ആര്‍ത്തനാദം
alas,ആര്‍ത്തനാദം
alas,സങ്കടദ്യോതകമായ ശബ്ദം
alas,അയ്യോ! അയ്യയ്യോ! അച്ചോ! ഹാ കഷ്ടം! ഓഹോ!
albeit,എങ്കിലും
albeit,ഏതായാലും
albeit,അങ്ങനെയിരിക്കിലും
albeit,എന്നാലും
album,കുറിപ്പു പുസ്തകം
album,വെള്ളേട്ടുപുസ്തകം
album,പുതിയ ഛായാപടങ്ങള്‍
alcohol,ശുദ്ധചാരായം
alcohol,അധികം ലഹരിയുള്ള ശുദ്ധ വാറ്റു മദ്യം
alcohol,ചാരായസത്ത്
alcoholic,മദ്യപാനത്തിന് അടിമയായ ആള്‍
alcoholic,മുഴുക്കുടിയന്‍
alderman,ഉപനഗരാധികാരി
alderman,മൂപ്പന്‍
alderman,മുഖ്യസ്ഥന്‍
ale,ഒരുജാതി മദ്യം
ale,ബീയര്‍
ale,ഏയ്ല്‍ പാനപ്രധാനമായ ഒരു ആഘോഷം
alert,ജാഗ്രതയുള്ള
alert,ഊര്‍ജ്ജസ്വലതയുള്ള
alert,ഉõാഹമുളള
algebra,ബീജഗണിതം
alias,ഉപനാമത്തോടുകൂടി
alias,അല്ലെങ്കില്‍
alias,മറ്റൊരിക്കല്‍
alias,അ്യവാ
alibi,ക്യത്യം നടന്ന സമയം പ്രതി മറ്റൊരിടത്തായിരുന്നു എന്ന വാദം
alien,അന്യമായ
alien,അന്യരാജ്യത്തു നിന്നു വന്ന
alien,സ്വഭാവവിരുദ്ധമായ
alien,വിഭിന്നമായ
alienate,അന്യാധീനപ്പെടുത്തുക
alienate,അകറ്റുക
alienate,പിണക്കുക
alienate,ദുരുപയോഗപ്പെടുത്തുക
alienate,ഒറ്റപ്പെടുത്തുക
alight,താഴെത്തിറങ്ങുക
alight,അവരോഹണം ചെയ്യുക
alight,പറന്നു വന്നിറങ്ങുക
alike,ഒത്ത
alike,സമാനമായ
alike,തുല്യമായ
alike,സദൃശമായ
alimentary canal,വായ് മുതല്‍ ഗുദം വരെയുള്ള അന്നനാളം
alimentary canal,ദഹനേന്ദ്രിയ മണ്ഡലം
alive,ജീവനുള്ള
alive,ഉത്സാഹമുള്ള
alive,പ്രയത്നിക്കുന്ന
alive,ചൊടിയുള്ള
alkali,ക്ഷാരം
alkali,മരഉപ്പ്
alkali,ലവണസാരം
alkali,ചുണ്ണാമ്പ്
all,എല്ലാം
all,എപ്പോഴും
all,മുഴുവന്‍
all,പൂര്‍ണ്ണമായി
all,സമസ്തം
allay,ലഘൂകരിക്കുക
allay,അടക്കുക
allay,ആശ്വസിപ്പിക്കുക
allay,ശമിപ്പിക്കുക
allay,സാന്ത്വനപ്പെടുത്തുക
allege,തെളിവില്ലാത്ത വസ്തുതയാണെന്ന് പ്രസ്താവിക്കുക
allege,ആരോപിക്കുക
allege,ന്യായവാദം ചെയ്യുക
allege,പഴിപറയുക
allegation,ആരോപണം
allegation,പഴിപറച്ചില്‍
allegation,വെറുംവാക്ക്
allegiance,കൂറ്
allegiance,ഭക്തിബന്ധം
allegiance,രാജഭക്തി
allegiance,സ്വാമിഭക്തി
allegory,അന്യാപദേശകഥ
allegory,രൂപകാലങ്കാരം
allegory,അന്തരാര്‍ത്ഥകഥ
allegory,ദൃഷ്ടാന്തം
alleviate,ലഘുവാക്കുക
alleviate,സഹ്യമാക്കുക
alleviate,രോഗശാന്തിവരുത്തുക
alleviate,കുറയ്ക്കുക
alley,ഉദ്യാനപാത
alley,ഇടവഴി
alley,ഒറ്റയടിപ്പാത
alley,ഉദ്യാനവീഥി
alliance,ചങ്ങാത്തം
alliance,രാജ്യസഖ്യം
alliance,വിവാഹബന്ധം
alligator,അമേരിക്കയിലെ മുതല
alligator,ചീങ്കണ്ണി വര്‍ഗ്ഗത്തില്‍പ്പെട്ട ഇഴ ജന്തു
allot,പങ്കിട്ടുകൊടുക്കുക
allot,നീക്കിവയ്ക്കുക
allot,നിശ്ചയിച്ചു വയ്ക്കുക
allot,വീതം വയ്ക്കുക
allow,നല്കുക
allow,അനുമതി കൊടുക്കുക
allow,അനുവദിക്കുക
allow,സമ്മതിക്കുക
allowance,അനുവാദം
allowance,അലവന്‍സ്
allowance,വിട്ട്വീഴ്ച
allowance,കിഴിവ്
allowance,വേതനം
allowance,പടി
alloy,ലോഹക്കൂട്ട്
alloy,സമ്മിശ്രണം
alloy,മിശ്രലോഹം
alloy,ലോഹസങ്കരം
alloy,ദോഷസമ്മിശ്രമായ ഗുണം
allude,നിര്‍ദ്ദേശിക്കുക
allude,ചൂണ്ടിപ്പറയുക
allude,പരാമര്‍ശിക്കുക. സൂചിപ്പിച്ചു പറയുക
allusion,പരോക്ഷസൂചന
allusion,ഉദാഹരണം
allusion,പരാമര്‍ശം
allure,മോഹിപ്പിക്കുക
allure,വശീകരിക്കുക
allure,പ്രലോഭിപ്പിക്കുക
allure,അടുപ്പിക്കുക
ally,സംയോജിപ്പിക്കുക
ally,ഉടമ്പടി ചെയ്യുക
ally,ബന്ധിപ്പിക്കുക
ally,സ്നേഹിക്കുക
almanac,പഞ്ചാംഗം
almanac,ഡയറി
almanac,രജിസ്റ്റര്‍
almighty,സര്‍വ്വശക്തനായ
almighty,മഹാനായ
The Almighty,സര്‍വ്വശക്തന്‍
The Almighty,സര്‍വ്വവല്ലഭന്‍
The Almighty,ഈശ്വരന്‍
almond,ബദാം കായ്
almond,ബദാം കുരു
almond,ബദാംമരം
almost,മിക്കവാറും
almost,ഏറെക്കുറെ
almost,അധികവും
almost,ഏകദേശം
alms,ഭിക്ഷ
alms,ദാനം
alms,ധര്‍മ്മം
aloft,ആകാശത്തില്‍
aloft,ഉയരത്തില്‍
aloft,മുകളിലേക്ക്
alone,ഒറ്റയായ
alone,ഒറ്റയ്ക്കിരിക്കുന്ന
alone,പ്രത്യേകമായി
alone,തനിച്ച്
alone,മാത്രം
along,നീളെ
along,ഒരറ്റം മുതല്‍ മറ്റേ അറ്റം വരെ
along,ഒരുമിച്ച്
along,കൂടെ
alongside,വശത്ത്
alongside,ഒന്നോടൊന്നുതൊട്ട്
alongside,അരികെ
alongside,ഓരം ചേര്‍ന്ന്
aloof,അകന്ന്
aloof,മാറി
aloof,ഒഴിഞ്ഞ്
aloof,ദൂരെ
aloof,വേറെ
aloud,ഉച്ചത്തില്‍
aloud,ഉറക്കെ
aloud,കേള്‍ക്കത്തക്കവണ്ണം
alpha,ഗ്രീക്ക് അക്ഷരമാലയിലെ ആദ്യക്ഷരം
alpha,തുടക്കം
alpha,ആദ്യത്തേത്
alphabet,ലിപി
alphabet,അക്ഷരമാല
alphabet,പ്രാഥമികതത്ത്വങ്ങള്‍
already,ഇതിനകം തന്നെ
already,ഇതിനിടയില്‍
already,മുമ്പേതന്നെ
already,മുന്‍കൂട്ടി
also,ഉം
also,കൂടെ
also,അതിനുപുറമേ
also,മാത്രമല്ല
altar,അള്‍ത്താര
altar,ബലിപീഠം
altar,ആരാധനാവേദി
altar,വിവാഹവേദി
alter,അല്പം ഭേദപ്പെടുത്തുക
alter,വ്യത്യസ്തമാക്കുക
alter,രൂപത്തിലും മറ്റും മാറ്റമുണ്ടാക്കുക
alter,മാറുക
alternate,ഒന്നിടവിട്ടു മാറ്റുക
alternate,മാറിമാറിവരുന്ന
alternate,രണ്ടെണ്ണത്തില്‍ ഒന്നായ
alternative,രണ്ടിലൊന്ന്
alternative,ഗത്യന്തരം
alternative,വേറെ വഴി
alternative,ഇതരമാര്‍ഗ്ഗം
although,എന്നാലും
although,എന്നിട്ടും
although,എങ്കിലും
although,ആയിട്ടും
altimeter,ഉയരം നിര്‍ണ്ണയിക്കുന്നതിനുളള യന്ത്രം
altimeter,ഔന്നത്യമാപനയന്ത്രം
altimeter,ഉന്നതിമാപകം
altitude,ഉയരം
altitude,സമുദ്രനിരപ്പില്‍നിന്നുളള ഉയരം
altitude,ഉയര്‍ന്ന സ്ഥാനം
altitude,ഔന്നത്യം
altogether,എല്ലാം കൂടി
altogether,മൊത്തത്തില്‍
altogether,ഒട്ടൊഴിയാതെ
altogether,ഉയര്‍ച്ച
altogether,ശ്രേഷ്ഠത
aluminium,അലൂമിനിയം
aluminium,തുരുമ്പുപിടിക്കാത്തതും ഘനം കുറഞ്ഞതുമായ ഒരു വെളുത്ത ലോഹം
aluminium,പടികക്കാരസത്ത്
always,എപ്പോഴും
always,സദാ
always,ഇടവിടാതെ
always,അനവരതം
amalgam,രസവും മറ്റേതെങ്കിലും ലോഹവും തമ്മിലുളള കലര്‍പ്പ്
amalgam,രസമിശ്രലോഹം
amalgam,കൂട്ട്
amalgamate,രസത്തോട് ഏതെങ്കിലും ലോഹം കൂട്ടിക്കലര്‍ത്തുക
amalgamate,ഒന്നാക്കുക
amalgamate,സംയോജിപ്പിക്കുക
amass,ഒന്നിച്ചു കൂട്ടുക
amass,കൂമ്പാരമാക്കുക
amass,സംഭരിക്കുക
amass,ശേഖരിക്കുക
amateur,വാസനാസിദ്ധമായി തൊഴിലിലോകലയിലോ ഉണ്ടാകുന്ന ഒരു അഭിനിവേശത്തോടുകൂടിയവന്‍
amateur,കലാഭിരുചിയുളളവന്‍
amateur,തൊഴില്‍ ഒരു വിനോദമായി കാണുന്നവന്‍
amaze,ഭ്രമിപ്പിക്കുക
amaze,കുഴക്കുക
amaze,വിസ്മയിപ്പിക്കുക
amaze,അമ്പരപ്പിക്കുക
ambassador,രാജദൂതന്‍
ambassador,രാജ്യപ്രതിനിധി
ambassador,പ്രതിപുരുഷന്‍
ambassador,സ്ഥാനപതി
amber,കുന്തിരിക്കം
amber,പൈനിന്‍ പശ
amber,ചുവപ്പുകലര്‍ന്ന ബൗ്രണ്‍ നിറം
ambiguous,സംശയാത്മകമായ
